iter	RMSE
0	0.003093836337
1	0.003093239208
2	0.003092673295
3	0.003091946399
4	0.003091421252
5	0.00309082311
6	0.003090219565
7	0.003089639241
8	0.003089105495
9	0.003088531164
10	0.003088055058
11	0.003087537094
12	0.003087018862
13	0.003086554751
14	0.003086000756
15	0.003085579215
16	0.003085038375
17	0.003084529951
18	0.003084110949
19	0.003083623746
20	0.003083196582
21	0.00308269096
22	0.003082280116
23	0.003081805237
24	0.003081412008
25	0.003081010684
26	0.00308053945
27	0.003080077107
28	0.003079701035
29	0.003079314673
30	0.003079026333
31	0.003078610425
32	0.003078277182
33	0.003077843052
34	0.003077560615
35	0.003077229822
36	0.003076917851
37	0.003076585157
38	0.003076303887
39	0.003075886878
40	0.003075543632
41	0.003075175067
42	0.003074816718
43	0.003074544447
44	0.003074197294
45	0.003073918004
46	0.003073637956
47	0.003073286027
48	0.003073003538
49	0.003072679312
50	0.003072380815
51	0.003072060375
52	0.003071771354
53	0.003071493219
54	0.003071229459
55	0.003070929536
56	0.00307057115
57	0.003070279604
58	0.003070011794
59	0.003069775342
60	0.003069482343
61	0.003069230432
62	0.003068955004
63	0.003068597306
64	0.003068329257
65	0.003068003895
66	0.003067722755
67	0.003067421296
68	0.00306720044
69	0.003066944668
70	0.003066613372
71	0.00306628939
72	0.003066024814
73	0.003065762329
74	0.003065588306
75	0.003065336259
76	0.003065075552
77	0.00306481271
78	0.003064516663
79	0.003064249085
80	0.003064023311
81	0.003063736383
82	0.003063498894
83	0.003063267457
84	0.003063027633
85	0.003062845178
86	0.003062584536
87	0.003062400951
88	0.003062085721
89	0.003061913421
90	0.003061695388
91	0.003061522238
92	0.003061347974
93	0.00306118281
94	0.003060971443
95	0.00306075463
96	0.003060545902
97	0.003060254045
98	0.003059994839
99	0.003059770317
100	0.003059565388
101	0.003059342952
102	0.003059162579
103	0.00305893376
104	0.003058696635
105	0.003058481136
106	0.003058182174
107	0.003057979441
108	0.003057759285
109	0.003057617511
110	0.003057426994
111	0.003057212879
112	0.003057040581
113	0.003056825609
114	0.003056674484
115	0.003056502432
116	0.003056306224
117	0.003056143276
118	0.003055928149
119	0.003055733748
120	0.003055550765
121	0.00305533993
122	0.00305515342
123	0.003055014291
124	0.003054835507
125	0.003054642695
126	0.003054454022
127	0.003054219778
128	0.003054070092
129	0.003053936171
130	0.003053790622
131	0.003053574407
132	0.003053343139
133	0.00305318031
134	0.003052985826
135	0.00305283691
136	0.003052667317
137	0.003052494394
138	0.003052282147
139	0.003052151562
140	0.003052026786
141	0.003051857333
142	0.003051697009
143	0.003051555322
144	0.003051423783
145	0.003051249127
146	0.003051014083
147	0.003050878551
148	0.003050651419
149	0.003050515501
150	0.00305034384
151	0.003050145943
152	0.003049962625
153	0.003049774124
154	0.003049565383
155	0.003049406785
156	0.003049240882
157	0.003049085963
158	0.003048922167
159	0.003048724086
160	0.003048549922
161	0.003048343222
162	0.003048190198
163	0.003048029496
164	0.003047811024
165	0.00304759383
166	0.003047478665
167	0.003047317741
168	0.00304718796
169	0.003047033122
170	0.003046887705
171	0.003046680338
172	0.003046504948
173	0.003046373653
174	0.003046198892
175	0.003045960777
176	0.00304583177
177	0.003045669834
178	0.003045439169
179	0.003045291456
180	0.003045065757
181	0.00304492774
182	0.003044729491
183	0.003044607556
184	0.003044461931
185	0.003044281047
186	0.003044094322
187	0.003043914711
188	0.003043797186
189	0.003043582389
190	0.003043444305
191	0.003043347401
192	0.003043234019
193	0.003043109432
194	0.003042916989
195	0.003042806831
196	0.003042630662
197	0.003042420505
198	0.003042289589
199	0.003042124502
200	0.003041959127
201	0.003041760036
202	0.003041564359
203	0.003041358944
204	0.003041146477
205	0.003040956039
206	0.003040795789
207	0.00304060709
208	0.00304043839
209	0.003040276445
210	0.003040085027
211	0.003039903141
212	0.003039726711
213	0.003039638307
214	0.003039504398
215	0.003039341198
216	0.00303916557
217	0.00303902024
218	0.003038861093
219	0.003038728726
220	0.003038579204
221	0.003038396023
222	0.003038248709
223	0.003038135878
224	0.003037995692
225	0.003037862916
226	0.00303767385
227	0.003037547088
228	0.003037381186
229	0.003037212957
230	0.003037049448
231	0.003036865618
232	0.003036703945
233	0.003036607476
234	0.003036473248
235	0.003036336788
236	0.003036250327
237	0.003036095951
238	0.003035953165
239	0.003035819465
240	0.003035690677
241	0.003035514003
242	0.003035431786
243	0.003035289711
244	0.003035115426
245	0.00303495199
246	0.003034803767
247	0.003034653495
248	0.00303447546
249	0.003034306049
250	0.003034150274
251	0.003033966825
252	0.003033837123
253	0.003033677889
254	0.003033514747
255	0.003033414741
256	0.003033272571
257	0.003033117115
258	0.003032958122
259	0.003032785747
260	0.003032690639
261	0.003032593299
262	0.003032488246
263	0.00303234176
264	0.003032165633
265	0.003032003153
266	0.003031900774
267	0.003031746548
268	0.003031555707
269	0.003031470595
270	0.003031353052
271	0.003031236248
272	0.003031120089
273	0.003030989986
274	0.003030864897
275	0.00303071508
276	0.003030531423
277	0.003030372015
278	0.003030220593
279	0.00303014409
280	0.003029989031
281	0.003029824668
282	0.003029642723
283	0.003029531989
284	0.003029348726
285	0.003029217431
286	0.003029049957
287	0.003028892518
288	0.003028781012
289	0.003028646903
290	0.00302854748
291	0.003028413081
292	0.003028251329
293	0.003028039151
294	0.003027906404
295	0.003027740532
296	0.003027609354
297	0.003027499011
298	0.003027359635
299	0.003027213738
300	0.003027052946
301	0.003026883677
302	0.003026750135
303	0.003026619845
304	0.003026425794
305	0.003026272686
306	0.003026141817
307	0.003026016154
308	0.003025882853
309	0.00302573009
310	0.003025607389
311	0.00302548217
312	0.003025329759
313	0.003025263187
314	0.003025119052
315	0.003024971185
316	0.003024896969
317	0.003024754306
318	0.003024689398
319	0.003024610613
320	0.003024472034
321	0.003024273375
322	0.003024142885
323	0.003024016022
324	0.003023895301
325	0.003023759857
326	0.003023631953
327	0.003023488765
328	0.003023380135
329	0.003023216437
330	0.003023105002
331	0.003022963
332	0.00302281773
333	0.003022729018
334	0.003022649995
335	0.003022499025
336	0.003022377777
337	0.003022245062
338	0.00302211467
339	0.00302201121
340	0.003021911102
341	0.003021763545
342	0.003021652802
343	0.003021567225
344	0.003021423007
345	0.003021311039
346	0.003021180794
347	0.003021045881
348	0.003020952827
349	0.003020814454
350	0.003020654907
351	0.00302048472
352	0.003020397618
353	0.003020227043
354	0.003020133592
355	0.003019968879
356	0.003019821879
357	0.00301966713
358	0.00301955006
359	0.003019448471
360	0.003019324209
361	0.003019199849
362	0.003019017078
363	0.00301885221
364	0.003018767114
365	0.003018620522
366	0.003018514423
367	0.003018392923
368	0.003018254899
369	0.003018096709
370	0.003018012898
371	0.003017867297
372	0.003017780492
373	0.003017664096
374	0.003017530986
375	0.003017410753
376	0.003017253359
377	0.003017144131
378	0.003017022949
379	0.003016904283
380	0.003016795229
381	0.003016659279
382	0.003016586633
383	0.003016478222
384	0.003016344779
385	0.003016167905
386	0.003016051447
387	0.003015919387
388	0.003015811231
389	0.003015695226
390	0.003015575013
391	0.003015423595
392	0.003015337281
393	0.003015261801
394	0.003015134937
395	0.003014999474
396	0.003014855035
397	0.003014743384
398	0.003014549597
399	0.00301442261
400	0.003014301879
401	0.003014184788
402	0.003014065916
403	0.003013921339
404	0.003013793017
405	0.00301367871
406	0.003013538227
407	0.003013425499
408	0.0030133037
409	0.003013225458
410	0.003013087478
411	0.0030129307
412	0.003012835713
413	0.003012735768
414	0.003012634604
415	0.003012486779
416	0.00301234437
417	0.003012192322
418	0.003012016607
419	0.003011905787
420	0.003011800012
421	0.003011681795
422	0.003011566285
423	0.003011405032
424	0.003011245641
425	0.003011139749
426	0.003010977725
427	0.00301087435
428	0.003010783321
429	0.003010654024
430	0.003010552696
431	0.003010447249
432	0.003010357985
433	0.003010204059
434	0.003010153061
435	0.003010020742
436	0.003009917428
437	0.003009805968
438	0.003009691509
439	0.003009551683
440	0.003009423455
441	0.003009306081
442	0.003009164457
443	0.003009011032
444	0.003008895794
445	0.003008762952
446	0.003008631508
447	0.003008517192
448	0.003008398565
449	0.003008308865
450	0.003008177121
451	0.003008067657
452	0.003007963995
453	0.00300780414
454	0.003007685297
455	0.003007555211
456	0.003007460898
457	0.003007352906
458	0.003007257181
459	0.003007160235
460	0.003007054856
461	0.003006994624
462	0.003006910504
463	0.00300679097
464	0.003006652975
465	0.003006548515
466	0.003006430278
467	0.003006315598
468	0.003006170648
469	0.003006031313
470	0.003005875291
471	0.003005765181
472	0.003005668
473	0.003005534453
474	0.003005410553
475	0.003005275213
476	0.003005190951
477	0.003005088783
478	0.003004998141
479	0.003004857533
480	0.003004755542
481	0.003004619798
482	0.003004533736
483	0.003004409888
484	0.003004279379
485	0.003004199683
486	0.003004128423
487	0.003004026126
488	0.00300393789
489	0.003003864937
490	0.003003755409
491	0.003003645034
492	0.003003581264
493	0.003003480448
494	0.00300337025
495	0.003003264738
496	0.003003131459
497	0.003003033348
498	0.003002946115
499	0.003002816292
500	0.003002690123
501	0.003002595375
502	0.003002487021
503	0.003002382885
504	0.003002250317
505	0.003002104138
506	0.003001965553
507	0.003001813543
508	0.003001685736
509	0.003001560645
510	0.003001459855
511	0.003001398103
512	0.003001322085
513	0.003001172764
514	0.00300104324
515	0.003000917935
516	0.003000819095
517	0.003000720063
518	0.003000575219
519	0.003000434497
520	0.003000273678
521	0.003000151064
522	0.003000051071
523	0.002999969291
524	0.002999842439
525	0.002999767789
526	0.002999668066
527	0.002999603554
528	0.002999522701
529	0.002999417711
530	0.002999306518
